ISBN	BookTitle	BookAuthor	YearOfPublication	Publisher	Pagenumber	Issue	Genre	Dimensions	BookLanguage
3548248969	Der Sarkophag.	Elizabeth Peters	2000	Ullstein Tb	46	23	20.96 x 26.04	GER	horror
3548250181	Fiasko fe?¼r Fortgeschrittene.	Martina Mettner	2001	Ullstein Tb	414	12	20.96 x 26.04	ENG	thriller
3548250955	Mord an Bord.	Hera Lind	2000	Ullstein Tb	216	22	20.96 x 26.04	ENG	encyclopedia
3548251226	Die Silberdistel.	Petra Durst-Benning	2000	Ullstein Tb	578	6	20.96 x 26.04	SP	textbook
3548251277	Tanz mit dem Engel.	Ake Edwardson	2000	Ullstein Tb	444	10	20.96 x 26.04	ENG	philosophy
3548251552	Purpur deiner Haut. Erotische Erze?¤hlungen.	Lonnie Barbach	2001	Ullstein Tb	479	6	20.96 x 26.04	ENG	western
3548252206	Romeo.	Elise Title	2001	Ullstein Tb	253	10	20.96 x 26.04	ENG	children
3548252729	Stark. The Dark Half.	Stephen King	2001	Ullstein Tb	448	7	20.96 x 26.04	CRO	alternate history
3548253423	Das Sonnentor.	Linda Davies	2001	Ullstein Tb	454	5	20.96 x 26.04	CRO	true crime
3548253792	Komm, dunkle Nacht.	Iris Johansen	2002	Ullstein Tb	382	1	20.96 x 26.04	FR	fantasy
3548254012	Te?¼r ins Dunkel.	Dean Koontz	2002	Ullstein Tb	87	12	20.96 x 26.04	ENG	dictionary
3548255442	Rotkehlchen.	Jo Nesboe	2003	Ullstein Tb	125	23	20.96 x 26.04	ENG	crafts/hobbies
3548255558	Das Blut des Teufels. Roman.	James Rollins	2003	Ullstein Tb	679	11	20.96 x 26.04	CRO	poetry
3548255868	Hellfire Club. Reise in die Nacht.	Peter Straub	2002	Ullstein Tb	465	10	20.96 x 26.04	ENG	classic
3548255922	Die Zwillingsschwestern. Jubile?¤umsausgabe.	Joanna Trollope	2003	Ullstein Tb	458	23	20.96 x 26.04	ENG	business/economics
3548256090	Die Schattenfrau.	Ake Edwardson	2003	Ullstein Tb	80	18	12.70 x 12.70	ENG	textbook
3548256171	In blindem Zorn. Jubile?¤umsausgabe.	Peter Robinson	2003	Ullstein Tb	183	15	20.96 x 26.04	ENG	sports and leisure
354825621X	Chocolat. Das Buch zum Film.	Joanne Harris	2003	Ullstein Tb	668	23	20.96 x 26.04	CRO	crafts/hobbies
3548265383	Vom Kriege. Ungeke?¼rzter Text.	Carl von Clausewitz	1998	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	473	12	20.96 x 26.04	ENG	science
3548304087	Jeanne d'Arc der Hauptstadt: Roman (Die Frau in der Literatur)	Gudrun Blankenburg	1997	Ullstein	220	11	20.96 x 26.04	GER	science fiction
3548359698	Warum Me?¤nner nicht zuhe?¶ren und Frauen schlecht einparken.	Allan Pease	2000	Ullstein Tb	433	7	20.96 x 26.04	FR	anthology
354835985X	Erste Person Plural. Die Geschichte meiner vielen Perse?¶nlichkeiten.	Cameron West	2000	Ullstein Tb	368	3	17.15 x 16.83	FR	alternate history
3548362044	Absolutely Unterwegs. Eine Amerikanerin in Berlin.	Gayle Tufts	1998	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	533	17	29.85 x 29.85	ENG	business/economics
3548363512	Der Pianist. Mein wunderbares e?e?berleben.	Wladyslaw Szpilman	2002	Ullstein Tb	637	25	20.96 x 26.04	GER	suspense
3548364160	Die weie?e?e Hexe. Meine Abenteuer in Afrika.	Ilona Maria Hilliges	2003	Ullstein Tb	363	10	12.70 x 12.70	ENG	home and garden
354860028X	Regenroman.	Karen Duve	2001	Ullstein Buchverlage GmbH &amp; Co.KG / Ullstein Tasc	187	10	20.96 x 26.04	ENG	sports and leisure
3548600360	Der Verfe?¼hrer.	Jan Kjaerstad	2001	Ullstein TB-Vlg	233	4	12.70 x 12.70	GER	philosophy
3548601782	Die Schattenfrau.	Ake Edwardson	2002	Ullstein TB-Vlg	22	15	20.96 x 26.04	ENG	textbook
3548602215	Das vertauschte Gesicht.	Ake Edwardson	2002	Ullstein TB-Vlg	232	10	20.96 x 26.04	SP	cookbook
3548602460	Buddhas kleiner Finger. Sonderausgabe.	Viktor Pelewin	2002	ECON-Taschenbuchverlag	614	9	12.70 x 12.70	GER	classic
3548602576	Der alte Mann und Mr. Smith.	Peter Ustinov	2002	Ullstein TB-Vlg	574	17	20.96 x 26.04	GER	textbook
354860319X	Die Blaufe?¤rber. Roman.	Olivier Bleys	2003	List Tb.	119	16	20.96 x 26.04	RUS	romance
3548603203	Artemis Fowl.	Eoin Colfer	2003	Ullstein TB-Vlg	143	2	20.96 x 26.04	ENG	home and garden
3548680127	Belsazars Tochter.	Barbara Nadel	2001	Ullstein TB-Vlg	352	9	20.96 x 26.04	ENG	math
3548680542	Allem, was gestorben war.	Ake Edwardson	2003	Ullstein TB-Vlg	180	21	20.96 x 26.04	FR	historical fiction
3548750249	Das Zukunfts- Manifest. Aufbruch aus der Jammerkultur.	Matthias Horx	2000	Econ Tb.	509	14	29.85 x 29.85	CRO	science fiction
3550071434	Das Leben und das Schreiben.	Stephen King	2000	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	206	2	20.96 x 26.04	CRO	fantasy
3550075359	Warum Me?¤nner le?¼gen und Frauen immer Schuhe kaufen.	Allan Pease	2002	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	461	11	29.85 x 29.85	ENG	math
3550079753	Weltgeschichte in einem Griff: Von der Urzeit bis zur Gegenwart	Kurt M Jung	1985	Ullstein	212	24	20.96 x 26.04	GER	biography
3550084129	Der werfe den ersten Stein. Roman.	Thomas Kanger	2003	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	377	6	20.96 x 26.04	GER	encyclopedia
3551551685	Harry Potter und die Kammer des Schreckens	Joanne K. Rowling	2000	Carlsen Verlag GmbH	212	23	29.85 x 29.85	ENG	western
3551551936	Harry Potter Und Der Feuerkelch	Joanne K. Rowling	1999	Carlsen Verlag GmbH	437	18	20.96 x 26.04	GER	alternate history
3551552584	Und dein Wunsch trifft einen Stern.	Michal Snunit	2002	Carlsen	95	8	20.96 x 26.04	ENG	memoir
3551749612	Angelic Layer, Battle.1, Das ist das Ei, in dem die Tre?¤ume ruhen	Clamp	2001	Carlsen	128	19	20.96 x 26.04	CRO	home and garden
3552030271	Die dritte Kugel (Die Phantastischen Romane)	Leo Perutz	1978	P. Zsolnay	282	15	20.96 x 26.04	ENG	home and garden
3552049916	Der Mann, der le?¤chelte.	Henning Mankell	2001	Zsolnay	229	7	20.96 x 26.04	GER	encyclopedia
3552052054	Die Re?¼ckkehr des Tanzlehrers.	Henning Mankell	2002	Zsolnay	564	5	20.96 x 26.04	FR	health/fitness
3552052194	Vor dem Frost.	Henning Mankell	2003	Zsolnay	514	8	20.96 x 26.04	ENG	religion and spirituality
3570003191	Feuerspringer.	Nicholas Evans	2002	Bertelsmann Verlag GmbH (Belletristik, Kinder- u. Jugendbuch) Sachbuch	682	25	20.96 x 26.04	ENG	health/fitness
3570003515	Der Mörder und die Heiligen: Roman	Horst Schlötelburg	1977	Bertelsmann	345	9	20.96 x 26.04	GER	fairytale
3570006298	Der Ve?¤ter Fluch. Ein neuer Fall fe?¼r Peter Decker und Rina Lazarus.	Faye Kellerman	2002	Bertelsmann Verlag GmbH (Belletristik, Kinder- u. Jugendbuch) Sachbuch	174	24	20.96 x 26.04	GER	cookbook
3570204170	Ge?¤nsehaut 17. Der Schrecken, der aus der Tiefe kam. ( Ab 10 J.).	R. L. Stine	1998	Bertelsmann, Me?¼nchen	282	10	12.70 x 12.70	GER	children
3570204642	Ge?¤nsehaut 22. Mein haarigstes Abenteuer. ( AB 10 J.).	R. L. Stine	1998	Bertelsmann, Me?¼nchen	580	5	20.96 x 26.04	ENG	cookbook
357020474X	Wo wohnt Gott? Fragen und Antworten fe?¼r Eltern und Kinder. ( Ab 12 J.)	Marc Gellman	1999	Bertelsmann, Me?¼nchen	601	17	20.96 x 26.04	GER	diary
3570206181	Ge?¤nsehaut. Schauergeschichten. ( Ab 10 J.).	R. L. Stine	2002	Bertelsmann, Me?¼nchen	678	22	20.96 x 26.04	ENG	true crime
3570206572	Ge?¤nsehaut 37. Der Vampir aus der Flasche.	R. L. Stine	1999	Bertelsmann, Me?¼nchen	586	21	20.96 x 26.04	GER	romance
3570260038	Die Prinzen und der Drache. ( Ab 10 J.).	Tanja Kinkel	2002	Bertelsmann, Me?¼nchen	28	6	20.96 x 26.04	GER	historical fiction
3570261336	Urmel spielt im Schloss. ( Ab 6 J.).	Max Kruse	2001	Bertelsmann, Me?¼nchen	475	10	20.96 x 26.04	ENG	alternate history
3576131086	Yoga fe?¼r jeden Tag.	Rosamund Bell	1998	Mosaik	431	24	20.96 x 26.04	ENG	travel
3593360276	Der Weg zur finanziellen Freiheit. In sieben Jahren die erste Million.	Bodo Sche?¤fer	2000	Campus Sachbuch	310	9	20.96 x 26.04	SP	romance
3596101859	Ich wollte Hosen.	Lara Cardella	1990	Fischer (Tb.), Frankfurt	364	16	20.96 x 26.04	ENG	science
3596102871	Die Feuer von Troia. Roman.	Marion Zimmer Bradley	1990	Fischer (Tb.), Frankfurt	238	9	20.96 x 26.04	ENG	review
3596105889	Schatten und Tiger.	Jorge Luis Borges	1994	Fischer (Tb.), Frankfurt	162	4	20.96 x 26.04	ENG	crime
3596111528	Denn wo ist Heimat? Gedichte.	Rose Ausle?¤nder	1994	Fischer (Tb.), Frankfurt	188	22	20.96 x 26.04	ENG	crafts/hobbies
3596111757	Katzenauge	Atwood	N/A	Fischer Taschenbuch Verlag GmbH	450	3	17.15 x 16.83	ENG	art/architecture
3596116163	Anne Frank. Die letzten sieben Monate. Augenzeuginnen berichten.	Willy Lindwer	2000	Fischer (Tb.), Frankfurt	201	18	20.96 x 26.04	SP	history
3596119723	Hotel Baalbek. Roman.	Fred Wander	1994	Fischer (Tb.), Frankfurt	38	1	20.96 x 26.04	ENG	sports and leisure
3596120942	Dominante Damen. Kriminalroman. ( Die Frau in der Gesellschaft).	Sabine Deitmer	1994	Fischer (Tb.), Frankfurt	658	25	20.96 x 26.04	CRO	historical fiction
3596121477	Die sieben De?¤monen.	Barbara Wood	1995	Fischer (Tb.), Frankfurt	664	23	20.96 x 26.04	SP	encyclopedia
3596124433	Der Procee?e?. In der Fassung der Handschrift.	Franz Kafka	1999	Fischer (Tb.), Frankfurt	646	10	20.96 x 26.04	GER	crime
359612669X	Ich.	Wolfgang Hilbig	1995	Fischer (Tb.), Frankfurt	261	6	20.96 x 26.04	ENG	satire
3596128668	Stolz der Toten.	Kenzaburo Oe	1994	Fischer (Tb.), Frankfurt	692	13	20.96 x 26.04	GER	philosophy
3596129052	Briefe Einer Verhinderten Emanze	Claudia Keller	1992	Fischer Taschenbuch Verlag	74	7	20.96 x 26.04	GER	encyclopedia
3596129389	Die Zauberfrau.	Hera Lind	1995	Fischer (Tb.), Frankfurt	440	13	20.96 x 26.04	ENG	romance
3596129397	Mit fünfzig küssen Männer anders: Roman (Die Frau in der Gesellschaft)	Dorit Zinn	1995	Fischer Taschenbuch Verlag	178	20	20.96 x 26.04	GER	horror
3596130735	Der Drachenbeinthron.	Tad Williams	1996	Fischer (Tb.), Frankfurt	269	4	20.96 x 26.04	GER	romance
3596130999	Choral am Ende der Reise.	Erik Fosnes Hansen	1997	Fischer (Tb.), Frankfurt	525	16	20.96 x 26.04	GER	historical fiction
3596131685	Die Re?¤uberbraut.	Margaret Atwood	1996	Fischer (Tb.), Frankfurt	18	17	20.96 x 26.04	ENG	crime
359613191X	Mondfeuer.	Donna Gillespie	1997	Fischer (Tb.), Frankfurt	307	15	20.96 x 26.04	ENG	crafts/hobbies
3596137225	Verwandlungen / Transformations.	Anne Sexton	1999	Fischer (Tb.), Frankfurt	145	2	20.96 x 26.04	ENG	children
3596137519	Prophetin	Barbara Wood	1999	Fischer Taschenbuch Verlag GmbH	26	16	20.96 x 26.04	ENG	fairytale
3596142172	Body and Soul.	Frank Conroy	1999	Fischer (Tb.), Frankfurt	426	18	20.96 x 26.04	ENG	journal
3596143055	Ke?¶nig Ohneschuh.	Luigi Malerba	1999	Fischer (Tb.), Frankfurt	239	11	20.96 x 26.04	ENG	dictionary
3596143217	Mitsou.	Colette	2000	Fischer (Tb.), Frankfurt	644	18	20.96 x 26.04	ENG	horror
3596144434	Der gemietete Mann.	Hera Lind	1999	Fischer (Tb.), Frankfurt	237	7	20.96 x 26.04	GER	political thriller
3596146453	Das kleine Buch der groe?e?en Liebe.	Jacob Needleman	2000	Fischer (Tb.), Frankfurt	159	16	20.96 x 26.04	CRO	philosophy
3596147514	Gute Me?¤dchen kommen in den Himmel, be?¶se e?¼berall hin. Warum Bravsein uns nicht weiterbringt.	Ute Ehrhardt	2000	Fischer (Tb.), Frankfurt	150	3	17.15 x 16.83	ENG	action and adventure
3596147700	Sommerhaus, spe?¤ter. Erze?¤hlungen.	Judith Hermann	2000	Fischer (Tb.), Frankfurt	32	7	29.85 x 29.85	ENG	encyclopedia
3596148030	Hallo Mister Gott, hier spricht Anna.	Fynn	2000	Fischer (Tb.), Frankfurt	236	20	12.70 x 12.70	ENG	mystery
3596148359	Im Falle meines Todes.	Carlene Thompson	2001	Fischer (Tb.), Frankfurt	255	5	20.96 x 26.04	FR	crafts/hobbies
3596148650	Simon.	Marianne Fredriksson	2000	Fischer (Tb.), Frankfurt	563	15	12.70 x 12.70	SP	history
3596148731	Der Traum vom Paradies.	Stefanie Zweig	2001	Fischer (Tb.), Frankfurt	247	9	20.96 x 26.04	GER	fairytale
3596149495	Schue?e?angst.	Dirk Kurbjuweit	2001	Fischer (Tb.), Frankfurt	553	15	20.96 x 26.04	ENG	diary
3596149924	Wie Viele Zuge: Roman (Springer Series in Surface Sciences)	Lena Kugler	2001	Fischer Taschenbuch Verlag GmbH	545	7	20.96 x 26.04	FR	biography
3596150639	Das Lied des Troubadours.	Paul Le?¶winger	2001	Fischer (Tb.), Frankfurt	74	5	20.96 x 26.04	CRO	children
3596150981	Schande	J. M. Coetzee	2002	Distribooks	47	10	20.96 x 26.04	ENG	political thriller
3596151945	Gefe?¤hrliche Tre?¤ume.	Maria Benedickt	2002	Fischer (Tb.), Frankfurt	187	5	20.96 x 26.04	ENG	crafts/hobbies
3596154170	Leben bis Me?¤nner.	Thomas Brussig	2001	Fischer (Tb.), Frankfurt	88	23	12.70 x 12.70	FR	classic
3596156963	Anleitung zum Unschuldigsein. Das e?e?bungsbuch fe?¼r ein schlechtes Gewissen.	Florian Illies	2002	Fischer (Tb.), Frankfurt	476	15	17.15 x 16.83	CRO	picture book
3596157129	Reise um die Erde in 80 Tagen.	Jules Verne	2003	Fischer (Tb.), Frankfurt	555	15	20.96 x 26.04	ENG	historical fiction
3596205956	Sternstunden Der Menschheit: 12 Historische Miniaturen	S Zweig	N/A	Fischer Taschenbuch Verlag GmbH	272	13	20.96 x 26.04	GER	picture book
3596209005	Das Schloss	Franz Kafka	N/A	Fischer Taschenbuch Verlag	243	11	20.96 x 26.04	CRO	sports and leisure
3596214572	Die Lehren des Don Juan. Ein Yaqui- Weg des Wissens.	Carlos Castaneda	1998	Fischer (Tb.), Frankfurt	393	16	20.96 x 26.04	FR	dictionary
3596233267	Das komplette Buch vom Laufen.	James F. Fixx	1983	Fischer (Tb.), Frankfurt	338	3	17.15 x 16.83	CRO	mystery
3596235316	Sucht ohne Drogen: Arbeiten, Spielen, Essen, Lieben (Fischer Sachbuch)	Werner Gross	1990	Fischer Taschenbuch Verlag	67	20	20.96 x 26.04	FR	humor
3596237149	Komponistinnen aus 500 Jahren: Eine Kultur- und Wirkungsgeschichte in Biographien und Werkbeispielen	Eva Weissweiler	1981	Fischer Taschenbuch Verlag	35	18	20.96 x 26.04	FR	alternate history
3596238528	Erinnern und Durcharbeiten: Zur Geschichte der Psychoanalyse und Psychotherapie im Nationalsozialismus	Regine Lockot	1985	Fischer Taschenbuch Verlag	600	12	20.96 x 26.04	GER	diary
359623915X	Edvard Munch: Das kranke Kind : Arbeit an der Erinnerung (Kunststück)	Uwe M Schneede	1984	Fischer Taschenbuch	172	13	20.96 x 26.04	CRO	graphical novel
3596247500	Ein Mann fe?¼r jede Tonart. Roman. ( Die Frau in der Gesellschaft).	Hera Lind	2000	Fischer (Tb.), Frankfurt	139	5	12.70 x 12.70	GER	science
3596259924	Die Unertragliche Leichtigkeit des Seins...The Unbearable Lightness of Being	Milan Kundera	1997	Distribooks Inc	497	10	20.96 x 26.04	FR	mystery
3596270197	Des Teufels General	Carl Zuckmayer	1998	Fischer Taschenbuch Verlag GmbH	666	20	20.96 x 26.04	ENG	thriller
3596270278	Hochzeit: Komodie Der Eitelkeit	Canetti	1998	Fischer Taschenbuch Verlag GmbH	42	20	20.96 x 26.04	GER	young adult
3596282225	Die Nebel von Avalon. Roman.	Marion Zimmer Bradley	2000	Fischer (Tb.), Frankfurt	565	21	20.96 x 26.04	ENG	poetry
3596282756	Tristan und Isolde	Günter De Bruyn	1988	Fischer Taschenbuch Verlag	377	25	20.96 x 26.04	ENG	historical fiction
3596283493	Traumje?¤ger und Goldpfote. Roman.	Tad Williams	1989	Fischer (Tb.), Frankfurt	187	12	20.96 x 26.04	ENG	poetry
359628368X	Herzflimmern. Roman.	Barbara Wood	1990	Fischer (Tb.), Frankfurt	216	10	29.85 x 29.85	ENG	drama
359629259X	Die Terroristin	Doris Lessing	1998	Fischer Taschenbuch Verlag GmbH	589	7	20.96 x 26.04	ENG	poetry
3596294010	Sterben. Erze?¤hlungen 1880 - 1892.	Arthur Schnitzler	1992	Fischer (Tb.), Frankfurt	217	9	12.70 x 12.70	ENG	political thriller
3596294312	Buddenbrooks. Verfall einer Familie. Roman.	Thomas Mann	1989	Fischer (Tb.), Frankfurt	244	18	20.96 x 26.04	ENG	poetry
3596295386	Die letzte Welt. Roman. Mit einem ovidischen Repertoire.	Christoph Ransmayr	1991	Fischer (Tb.), Frankfurt	567	17	20.96 x 26.04	FR	review
3596505097	Hannas Te?¶chter. Jubile?¤ums- Edition.	Marianne Fredriksson	2002	Fischer (Tb.), Frankfurt	304	5	20.96 x 26.04	ENG	children
359650533X	Der Plan. Jubile?¤ums- Edition.	Gerhard Roth	2002	Fischer (Tb.), Frankfurt	252	22	20.96 x 26.04	GER	poetry
3596801850	Ein richtiges Piratenme?¤dchen.	Els Rooijers	1999	Fischer (Tb.), Frankfurt	488	16	12.70 x 12.70	ENG	crime
3596802237	Das Geheimnis des Uhrmachers. ( Ab 13 J.).	Tonke Dragt	1997	Fischer (Tb.), Frankfurt	30	5	20.96 x 26.04	CRO	encyclopedia
3596802385	Die Wanze. Ein Insektenkrimi. ( Ab 9 J.).	Paul Shipton	2001	Fischer (Tb.), Frankfurt	477	24	20.96 x 26.04	ENG	health/fitness
3596802474	Ein Schweinchen namens Kreuz- Ass. ( Ab 8 J.).	Dick King-Smith	2000	Fischer (Tb.), Frankfurt	492	10	20.96 x 26.04	ENG	true crime
3596802660	Die sche?¶ne Belinda und ihr Erfinder. ( Ab 8 J.).	Jens Sparschuh	2001	Fischer (Tb.), Frankfurt	59	17	12.70 x 12.70	CRO	horror
3596803020	Die Cityflitzer jagen den Computerhacker. ( Ab 8 J.).	Marliese Arold	1999	Fischer (Tb.), Frankfurt	242	25	12.70 x 12.70	ENG	children
3596803063	Angel. Die Geschichte eines Strae?e?enkids.	Marliese Arold	1999	Fischer (Tb.), Frankfurt	589	19	20.96 x 26.04	ENG	anthology
3596803144	Die Cityflitzer voll in Fahrt. ( Ab 8 J.)	Marliese Arold	2000	Fischer (Tb.), Frankfurt	422	21	20.96 x 26.04	ENG	biography
3596803179	Oben ist unten und die Welt ist verschwunden. ( Ab 10 J.)	Carol Hughes	2000	Fischer (Tb.), Frankfurt	339	24	20.96 x 26.04	ENG	humor
3596803268	Die Cityflitzer auf Klassenfahrt. ( Ab 8 J.).	Marliese Arold	2000	Fischer (Tb.), Frankfurt	422	9	20.96 x 26.04	ENG	health/fitness
3596803586	Die Zeit des langen Regens.	Helen Kim	2001	Fischer (Tb.), Frankfurt	574	14	20.96 x 26.04	ENG	journal
3608917586	Die FARGonauten. e?e?ber Analogie und Kreativite?¤t.	Douglas R. Hofstadter	1996	Klett-Cotta	647	7	20.96 x 26.04	ENG	crime
3608931627	Die Amerikanische Katze: Roman	Barbara Bongartz	2001	Klett-Cotta	104	11	29.85 x 29.85	ENG	religion and spirituality
3608932453	Das Silmarrion	J. R. R. Tolkien	2001	Distribooks	516	24	20.96 x 26.04	SP	graphical novel
3608934219	Otherland, Bd.1, Stadt der goldenen Schatten	Tad Williams	1998	Klett-Cotta	556	11	20.96 x 26.04	GER	coming of age
3608934537	Der rote Rock.	Emmanuele Bernheim	1999	Klett-Cotta	93	19	20.96 x 26.04	GER	self help
3608935428	Die Zwei Turme II	J. R. R. Tolkien	2001	Distribooks	317	13	20.96 x 26.04	ENG	philosophy
3608935436	Die Wiederkehr Des Konigs III	J. R. R. Tolkien	2001	Distribooks Intl	499	2	20.96 x 26.04	GER	drama
3608958703	Unstete Leute: Roman	Christina Viragh	1992	Klett-Cotta	308	10	20.96 x 26.04	FR	guide
3612252569	Mord a la carte.	Diane Mott Davidson	1999	Econ Tb.	211	20	20.96 x 26.04	ENG	memoir
3612275232	Der Tote ist immer der Butler.	Dorothy Cannell	1998	Econ Tb.	211	7	29.85 x 29.85	GER	self help
3612276204	Der Putzteufel geht um.	Dorothy Cannell	1999	Econ Tb.	110	3	17.15 x 16.83	GER	encyclopedia
3627000528	Das Blutenstaubzimmer	Zoe Jenny	1999	Schoenhof Foreign Books Inc	460	7	29.85 x 29.85	CRO	history
362900637X	Scientology: Ich klage an!	Renate Hartwig	1994	Pattloch	374	11	20.96 x 26.04	ENG	historical fiction
3630611087	Das Siebte Kreuz	Seghers	N/A	Luchterhand Literaturverlag GmbH	183	12	20.96 x 26.04	SP	travel
3630620256	Gaza Blues. Erze?¤hlungen.	Etgar Keret	2002	Luchterhand Literaturverlag	482	16	20.96 x 26.04	ENG	cookbook
3630620450	Pizzeria Kamikaze. Der Busfahrer, der Gott sein wollte.	Etgar Keret	2002	Luchterhand Literaturverlag	61	18	12.70 x 12.70	GER	business/economics
3630869459	Die Asche meiner Mutter. Irische Erinnerungen.	Frank McCourt	1996	Luchterhand Literaturverlag	650	20	20.96 x 26.04	ENG	action and adventure
3630871402	Mendel.	Marcel Me?¶ring	2003	Luchterhand Literaturverlag	124	7	20.96 x 26.04	ENG	humor
3635605360	Tre?¤ume von Leidenschaft und Lust. Erotische Tre?¤ume und ihre Deutung.	Christine Baumanns	1999	Falken	52	19	12.70 x 12.70	FR	crime
3701712417	Mein Studium ferner Welten: Ein Roman in 14 Geschichten	Alex Capus	2001	Residenz	271	1	20.96 x 26.04	ENG	home and garden
3716022799	Schattenkinder.	Margaret Forster	2001	Arche Verlag	284	14	20.96 x 26.04	GER	picture book
3717540114	Nun ist mir von Herzen weh. Liebeskummergedichte.	Wolf Durant	2001	Manesse-Verlag	377	20	29.85 x 29.85	ENG	encyclopedia
3729402293	Alle Pfade um deine Jurte.	Galsan Tschinag	2000	Verlag im Waldgut	52	22	20.96 x 26.04	FR	western
3733200535	Liederleute: 28 Porträts (Beiträge zur populären Musik)	Petra Schwarz	1989	Lied der Zeit	164	8	20.96 x 26.04	SP	cookbook
3746611229	Der fremde Freund. (Drachenblut).	Christoph Hein	1982	Aufbau Tb	694	5	20.96 x 26.04	GER	business/economics
3746611245	Der Tangospieler	Christoph Hein	N/A	Schoenhofsforeign Books Inc	335	20	20.96 x 26.04	GER	short story
3746612322	Comedian Harmonists.	Tilo Ke?¶hler	1999	Aufbau Tb	532	18	20.96 x 26.04	ENG	action and adventure
3746612411	Der Erste. Mit einem weiterfe?¼hrenden Bericht 'Der letzte Erste'.	Landolf Scherzer	1997	Aufbau Tb	292	9	20.96 x 26.04	GER	mystery
3746613531	Kleine Schwe?¤ne.	Eva Maaser	2002	Aufbau Tb	212	17	20.96 x 26.04	FR	dictionary
3746615976	Der Zweite.	Landolf Scherzer	2000	Aufbau Tb	572	13	20.96 x 26.04	GER	diary
3746616204	Whiskey fe?¼r den Weihnachtsmann. Irische Weihnachtsgeschichten.	John B. Keane	2003	Aufbau Tb	566	15	20.96 x 26.04	ENG	young adult
3746616360	Das Puppenkind.	Eva Maaser	2000	Aufbau Tb	265	5	12.70 x 12.70	CRO	journal
3746618169	Tango Finale.	Eva Maaser	2002	Aufbau Tb	115	7	20.96 x 26.04	FR	home and garden
3746618363	Solange du da bist.	Marc Levy	2002	Aufbau Tb	532	14	20.96 x 26.04	CRO	science fiction
3746618800	Quatemberkinder. Und wie das Vreneli die Gletscher bre?¼nnen machte.	Tim Krohn	2002	Aufbau Tb	46	22	12.70 x 12.70	CRO	philosophy
3746618827	Die amerikanische Besatzung.	Pascal Quignard	2002	Aufbau Tb	314	11	29.85 x 29.85	ENG	graphical novel
3746652618	L' Adultera.	Theodor Fontane	1995	Aufbau Tb	614	2	20.96 x 26.04	ENG	historical fiction
3746652839	Die Welt des Adels. Unwiederbringlich.	Theodor Fontane	1996	Aufbau Tb	413	19	20.96 x 26.04	GER	review
3746655153	Und so ist alles schwankend: Tagebücher Juni bis Dezember 1945	Victor Klemperer	1996	Aufbau-Taschenbuch-Verlag	219	14	20.96 x 26.04	FR	mystery
3746670055	Women are the Niggers of the World: über Frauen, Herrenmenschen und Nietzsches Peitsche (AtV Dokument und Essay)	Peter B Heim	1994	Aufbau Taschenbuch Verlag	383	18	20.96 x 26.04	ENG	art/architecture
3746670144	Ich, Prinzessin Viola: Ein altes Haus und seine Besetzer	Claudia von Zglinicki	1995	Aufbau Taschenbuch Verlag	566	6	20.96 x 26.04	SP	mystery
3764500506	Der Sonderling.	Ruth Rendell	1999	Blanvalet	406	4	20.96 x 26.04	GER	horror
3764501219	Stonehenge.	Bernard Cornwell	2001	Blanvalet	597	5	20.96 x 26.04	ENG	review
3764501758	Das Meer der Le?¼gen. Ein Lord-John-Roman.	Diana Gabaldon	2003	Blanvalet Verlag GmbH	463	20	20.96 x 26.04	CRO	short story
3765516457	Cassie.	Misty Bernall	2000	Brunnen-Verlag, Giee?e?en	596	18	20.96 x 26.04	SP	children
